level_0,index,Product Name,Description,Reviewer Name,Review Title,Review,Date,Rating,Verified Purchase,Helpful Votes,compound_df_import,positive_df_import,negative_df_import,neutral_sentiment_df_import,anger_df_import,disgust_df_import,fear_df_import,joy_df_import,neutral_df_import,sadness_df_import,surprise_df_import,compound_df_reviews,positive_df_reviews,negative_df_reviews,neutral_sentiment_df_reviews,anger_df_emotions,disgust_df_emotions,fear_df_emotions,joy_df_emotions,neutral_df_emotions,sadness_df_emotions,surprise_df_emotions
386,386,"Medline Adhesive Remover Pads, Acetone-Free, 2-Ply, Box of 100","Experience the superior quality and effectiveness of Medline Adhesive Remover Pads, designed to provide a safe and efficient solution for removing adhesive residue from bandages and medical tapes. These 2-ply adhesive remover pads come in a box of 100. Unlike conventional adhesive removers, these pads are acetone-free. The 2-ply design of these pads not only enhances their durability but also increases their effectiveness in removing adhesive residue, ensuring a clean and residue-free skin surface. Ideal for both health care professionals and consumers, these adhesive remover pads are an essential addition to your medical cleaning supplies. Whether you're in a hospital setting or at home, these high-quality adhesive remover pads from Medline offer a convenient and effective solution for adhesive removal. They are not just tools, but safe removers that prioritize your skin's comfort.",Carol Manuel,Easy to use,These worked great. No mess. Works fast.,5/19/2024,5.0,Yes,0,0.1027,0.32,0.367,0.312,0.0080016395077109,0.0081288330256938,0.001162284752354,0.101477563381195,0.8617715239524841,0.0063484101556241,0.013109853491187,0.1027,0.32,0.367,0.312,0.008001640439033508,0.008128831163048744,0.0011622854508459568,0.10147780179977417,0.8617712259292603,0.006348405499011278,0.013109873980283737
387,387,"Medline Adhesive Remover Pads, Acetone-Free, 2-Ply, Box of 100","Experience the superior quality and effectiveness of Medline Adhesive Remover Pads, designed to provide a safe and efficient solution for removing adhesive residue from bandages and medical tapes. These 2-ply adhesive remover pads come in a box of 100. Unlike conventional adhesive removers, these pads are acetone-free. The 2-ply design of these pads not only enhances their durability but also increases their effectiveness in removing adhesive residue, ensuring a clean and residue-free skin surface. Ideal for both health care professionals and consumers, these adhesive remover pads are an essential addition to your medical cleaning supplies. Whether you're in a hospital setting or at home, these high-quality adhesive remover pads from Medline offer a convenient and effective solution for adhesive removal. They are not just tools, but safe removers that prioritize your skin's comfort.",Joy,These woks well,"These work really well at getting the goo off from EKG leads. I haven't tried straight acetone on my skin yet, but these thing work the best that I have found and don't hurt. Soap and water never have worked for me.",2/15/2024,5.0,Yes,0,0.8963,0.23,0.027,0.742,0.0080403732135891,0.0305384788662195,0.0038236265536397,0.0117114670574665,0.9017983078956604,0.0328552685678005,0.0112324617803096,0.8963,0.23,0.027,0.742,0.008040379732847214,0.03053853288292885,0.003823628183454275,0.0117114819586277,0.9017981886863708,0.03285527974367142,0.011232460848987103
388,388,"Medline Adhesive Remover Pads, Acetone-Free, 2-Ply, Box of 100","Experience the superior quality and effectiveness of Medline Adhesive Remover Pads, designed to provide a safe and efficient solution for removing adhesive residue from bandages and medical tapes. These 2-ply adhesive remover pads come in a box of 100. Unlike conventional adhesive removers, these pads are acetone-free. The 2-ply design of these pads not only enhances their durability but also increases their effectiveness in removing adhesive residue, ensuring a clean and residue-free skin surface. Ideal for both health care professionals and consumers, these adhesive remover pads are an essential addition to your medical cleaning supplies. Whether you're in a hospital setting or at home, these high-quality adhesive remover pads from Medline offer a convenient and effective solution for adhesive removal. They are not just tools, but safe removers that prioritize your skin's comfort.",Autumn,Works like a charm!,Takes off the adhesive like a charm!!,5/4/2024,5.0,Yes,0,0.6988,0.591,0.0,0.409,0.0214745141565799,0.0083384569734334,0.002564174355939,0.7400018572807312,0.1813582777976989,0.0045589366927742,0.0417038165032863,0.6988,0.591,0.0,0.409,0.02147453837096691,0.00833845790475607,0.0025641783140599728,0.7400016188621521,0.1813584715127945,0.004558940883725882,0.041703883558511734
389,389,"Medline Adhesive Remover Pads, Acetone-Free, 2-Ply, Box of 100","Experience the superior quality and effectiveness of Medline Adhesive Remover Pads, designed to provide a safe and efficient solution for removing adhesive residue from bandages and medical tapes. These 2-ply adhesive remover pads come in a box of 100. Unlike conventional adhesive removers, these pads are acetone-free. The 2-ply design of these pads not only enhances their durability but also increases their effectiveness in removing adhesive residue, ensuring a clean and residue-free skin surface. Ideal for both health care professionals and consumers, these adhesive remover pads are an essential addition to your medical cleaning supplies. Whether you're in a hospital setting or at home, these high-quality adhesive remover pads from Medline offer a convenient and effective solution for adhesive removal. They are not just tools, but safe removers that prioritize your skin's comfort.",Sandra L,works as intended,"I use progesterone patches twice a week. Works fast and I don’t have to rub my skin too much. it does leave an oily film, but you just wipe it down and it’s gone. better than rubbing my skin raw to get the glue off.",1/22/2024,5.0,Yes,0,0.5789,0.086,0.024,0.89,0.0129008470103144,0.265179693698883,0.0036139173898845,0.022517442703247,0.6472786664962769,0.0372848473489284,0.011224640533328,0.5789,0.086,0.024,0.89,0.012900845147669315,0.26517972350120544,0.0036139190196990967,0.022517455741763115,0.6472785472869873,0.03728486970067024,0.011224658228456974
390,390,"Medline Adhesive Remover Pads, Acetone-Free, 2-Ply, Box of 100","Experience the superior quality and effectiveness of Medline Adhesive Remover Pads, designed to provide a safe and efficient solution for removing adhesive residue from bandages and medical tapes. These 2-ply adhesive remover pads come in a box of 100. Unlike conventional adhesive removers, these pads are acetone-free. The 2-ply design of these pads not only enhances their durability but also increases their effectiveness in removing adhesive residue, ensuring a clean and residue-free skin surface. Ideal for both health care professionals and consumers, these adhesive remover pads are an essential addition to your medical cleaning supplies. Whether you're in a hospital setting or at home, these high-quality adhesive remover pads from Medline offer a convenient and effective solution for adhesive removal. They are not just tools, but safe removers that prioritize your skin's comfort.",Jenilee Raab,They work,I put stickers on my nails and this really helps get the stickiness off the nail to put new ones back on,3/22/2024,5.0,Yes,0,0.4391,0.126,0.0,0.874,0.0126796290278434,0.0134894559159874,0.001752775744535,0.0455301217734813,0.8928651213645935,0.0063740331679582,0.0273088868707418,0.4391,0.126,0.0,0.874,0.012679624371230602,0.01348946988582611,0.001752774347551167,0.04553034529089928,0.8928648233413696,0.006374053191393614,0.027308940887451172
391,391,"Medline Adhesive Remover Pads, Acetone-Free, 2-Ply, Box of 100","Experience the superior quality and effectiveness of Medline Adhesive Remover Pads, designed to provide a safe and efficient solution for removing adhesive residue from bandages and medical tapes. These 2-ply adhesive remover pads come in a box of 100. Unlike conventional adhesive removers, these pads are acetone-free. The 2-ply design of these pads not only enhances their durability but also increases their effectiveness in removing adhesive residue, ensuring a clean and residue-free skin surface. Ideal for both health care professionals and consumers, these adhesive remover pads are an essential addition to your medical cleaning supplies. Whether you're in a hospital setting or at home, these high-quality adhesive remover pads from Medline offer a convenient and effective solution for adhesive removal. They are not just tools, but safe removers that prioritize your skin's comfort.",dinat,SOOOO tiny,"It took several pads to take off the adhesive from surgical tape. It is barely the size of an alcohol swab. It works well, and doesn’t sting. I wonder if meddling makes a larger size?",9/5/2023,4.0,Yes,0,0.2732,0.062,0.0,0.938,0.0699035823345184,0.2940443754196167,0.0070080244913697,0.0037670081946998,0.1202471256256103,0.0149891451001167,0.4900407791137695,0.2732,0.062,0.0,0.938,0.06990323215723038,0.29404327273368835,0.007008024491369724,0.003767014015465975,0.12024707347154617,0.014989112503826618,0.49004220962524414
392,392,"Medline Adhesive Remover Pads, Acetone-Free, 2-Ply, Box of 100","Experience the superior quality and effectiveness of Medline Adhesive Remover Pads, designed to provide a safe and efficient solution for removing adhesive residue from bandages and medical tapes. These 2-ply adhesive remover pads come in a box of 100. Unlike conventional adhesive removers, these pads are acetone-free. The 2-ply design of these pads not only enhances their durability but also increases their effectiveness in removing adhesive residue, ensuring a clean and residue-free skin surface. Ideal for both health care professionals and consumers, these adhesive remover pads are an essential addition to your medical cleaning supplies. Whether you're in a hospital setting or at home, these high-quality adhesive remover pads from Medline offer a convenient and effective solution for adhesive removal. They are not just tools, but safe removers that prioritize your skin's comfort.",M.R. Fulton,Did the job,"I had my second hip replacement surgery last week. I distinctly recall the “waterproof” surgical dressing they used last time adhering SO WELL that it took layers of skin with it when it was time to remove. So this time, I ordered these adhesive remover pads. It was still an arduous process, but much less painful. Only gripe…I had to open several of the small packets to get the job done (they are the size of an alcohol prep). But they were effective with a bit of friction and tugging. I’m satisfied with the product.",3/19/2023,4.0,Yes,3,0.7826,0.102,0.034,0.864,0.0075875525362789,0.118234597146511,0.0083333514630794,0.0598712265491485,0.6217670440673828,0.1650501042604446,0.0191562008112669,0.7826,0.102,0.034,0.864,0.007587539963424206,0.11823438107967377,0.008333337493240833,0.059871334582567215,0.6217672228813171,0.1650499403476715,0.01915619522333145
393,393,"Medline Adhesive Remover Pads, Acetone-Free, 2-Ply, Box of 100","Experience the superior quality and effectiveness of Medline Adhesive Remover Pads, designed to provide a safe and efficient solution for removing adhesive residue from bandages and medical tapes. These 2-ply adhesive remover pads come in a box of 100. Unlike conventional adhesive removers, these pads are acetone-free. The 2-ply design of these pads not only enhances their durability but also increases their effectiveness in removing adhesive residue, ensuring a clean and residue-free skin surface. Ideal for both health care professionals and consumers, these adhesive remover pads are an essential addition to your medical cleaning supplies. Whether you're in a hospital setting or at home, these high-quality adhesive remover pads from Medline offer a convenient and effective solution for adhesive removal. They are not just tools, but safe removers that prioritize your skin's comfort.",D Taylor,Little,Not very big a little hard to hold.Removed bandage residue very easily.,4/8/2024,5.0,Yes,0,0.3231,0.206,0.105,0.689,0.0110198454931378,0.036674864590168,0.0061584957875311,0.0488578788936138,0.8491367697715759,0.0128273116424679,0.0353247821331024,0.3231,0.206,0.105,0.689,0.011019837111234665,0.036674801260232925,0.006158505566418171,0.048858072608709335,0.8491365313529968,0.012827306985855103,0.03532491996884346
394,394,"Medline Adhesive Remover Pads, Acetone-Free, 2-Ply, Box of 100","Experience the superior quality and effectiveness of Medline Adhesive Remover Pads, designed to provide a safe and efficient solution for removing adhesive residue from bandages and medical tapes. These 2-ply adhesive remover pads come in a box of 100. Unlike conventional adhesive removers, these pads are acetone-free. The 2-ply design of these pads not only enhances their durability but also increases their effectiveness in removing adhesive residue, ensuring a clean and residue-free skin surface. Ideal for both health care professionals and consumers, these adhesive remover pads are an essential addition to your medical cleaning supplies. Whether you're in a hospital setting or at home, these high-quality adhesive remover pads from Medline offer a convenient and effective solution for adhesive removal. They are not just tools, but safe removers that prioritize your skin's comfort.",Angela M. Robin,Perfect,Very nice and able to pack for use on the go.  Great product.,3/28/2024,5.0,Yes,0,0.8016,0.395,0.0,0.605,0.00084617146058,0.0006903648609295,0.0005443797563202,0.94959819316864,0.018197976052761,0.0037877229042351,0.026335334405303,0.8016,0.395,0.0,0.605,0.0008461714605800807,0.0006903642206452787,0.0005443800473585725,0.9495981931686401,0.01819799095392227,0.003787728725001216,0.026335345581173897
395,395,"Medline Adhesive Remover Pads, Acetone-Free, 2-Ply, Box of 100","Experience the superior quality and effectiveness of Medline Adhesive Remover Pads, designed to provide a safe and efficient solution for removing adhesive residue from bandages and medical tapes. These 2-ply adhesive remover pads come in a box of 100. Unlike conventional adhesive removers, these pads are acetone-free. The 2-ply design of these pads not only enhances their durability but also increases their effectiveness in removing adhesive residue, ensuring a clean and residue-free skin surface. Ideal for both health care professionals and consumers, these adhesive remover pads are an essential addition to your medical cleaning supplies. Whether you're in a hospital setting or at home, these high-quality adhesive remover pads from Medline offer a convenient and effective solution for adhesive removal. They are not just tools, but safe removers that prioritize your skin's comfort.",Jojo,I used them right off.,They work like I expected. They are like the hospital ones.,3/29/2024,5.0,Yes,0,0.6124,0.385,0.0,0.615,0.0082259364426136,0.0078234346583485,0.0019976065959781,0.0138242021203041,0.7942460775375366,0.0075842081569135,0.166298508644104,0.6124,0.385,0.0,0.615,0.008225936442613602,0.00782343465834856,0.0019976103212684393,0.013824209570884705,0.7942460775375366,0.007584210950881243,0.166298508644104
396,396,"Medline Adhesive Remover Pads, Acetone-Free, 2-Ply, Box of 100","Experience the superior quality and effectiveness of Medline Adhesive Remover Pads, designed to provide a safe and efficient solution for removing adhesive residue from bandages and medical tapes. These 2-ply adhesive remover pads come in a box of 100. Unlike conventional adhesive removers, these pads are acetone-free. The 2-ply design of these pads not only enhances their durability but also increases their effectiveness in removing adhesive residue, ensuring a clean and residue-free skin surface. Ideal for both health care professionals and consumers, these adhesive remover pads are an essential addition to your medical cleaning supplies. Whether you're in a hospital setting or at home, these high-quality adhesive remover pads from Medline offer a convenient and effective solution for adhesive removal. They are not just tools, but safe removers that prioritize your skin's comfort.",George T.,Effectiveness,Works well to remove adhesive from skin!Pads could be a little larger to manipulate easier.,10/25/2023,4.0,Yes,0,0.636,0.302,0.0,0.698,0.0398812554776668,0.0505996458232402,0.010599372908473,0.0387341976165771,0.801089346408844,0.0111777698621153,0.0479183718562126,0.636,0.302,0.0,0.698,0.0398811474442482,0.05059949681162834,0.010599348694086075,0.03873410448431969,0.8010898232460022,0.011177743785083294,0.047918252646923065
397,397,"Medline Adhesive Remover Pads, Acetone-Free, 2-Ply, Box of 100","Experience the superior quality and effectiveness of Medline Adhesive Remover Pads, designed to provide a safe and efficient solution for removing adhesive residue from bandages and medical tapes. These 2-ply adhesive remover pads come in a box of 100. Unlike conventional adhesive removers, these pads are acetone-free. The 2-ply design of these pads not only enhances their durability but also increases their effectiveness in removing adhesive residue, ensuring a clean and residue-free skin surface. Ideal for both health care professionals and consumers, these adhesive remover pads are an essential addition to your medical cleaning supplies. Whether you're in a hospital setting or at home, these high-quality adhesive remover pads from Medline offer a convenient and effective solution for adhesive removal. They are not just tools, but safe removers that prioritize your skin's comfort.",Kindle Customerhhh,Worked great.,Worked great at removing medical adhesive from skin.,4/9/2024,5.0,Yes,0,0.6249,0.369,0.0,0.631,0.0208633635193109,0.275281012058258,0.0289929062128067,0.0112037723883986,0.6340463161468506,0.0204451829195022,0.009167443960905,0.6249,0.369,0.0,0.631,0.020863380283117294,0.2752813994884491,0.028992967680096626,0.011203768663108349,0.6340458393096924,0.02044522762298584,0.009167462587356567
398,398,"Medline Adhesive Remover Pads, Acetone-Free, 2-Ply, Box of 100","Experience the superior quality and effectiveness of Medline Adhesive Remover Pads, designed to provide a safe and efficient solution for removing adhesive residue from bandages and medical tapes. These 2-ply adhesive remover pads come in a box of 100. Unlike conventional adhesive removers, these pads are acetone-free. The 2-ply design of these pads not only enhances their durability but also increases their effectiveness in removing adhesive residue, ensuring a clean and residue-free skin surface. Ideal for both health care professionals and consumers, these adhesive remover pads are an essential addition to your medical cleaning supplies. Whether you're in a hospital setting or at home, these high-quality adhesive remover pads from Medline offer a convenient and effective solution for adhesive removal. They are not just tools, but safe removers that prioritize your skin's comfort.",Sam K.,These are awesome for removing sticky substances!,"Wow, these wipes work better than Goo Gone!  I love them; they work great for anything really (because I tried lol), but I bought them for removing adhesive after wearing patches over my Dexcom and Tandem pump.",1/15/2024,5.0,Yes,0,0.8313,0.246,0.0,0.754,0.0033589384984225,0.0014813469024375,0.0018654753221198,0.0384518168866634,0.0088889459148049,0.0027606985531747,0.943192720413208,0.8313,0.246,0.0,0.754,0.0033589384984225035,0.001481347600929439,0.0018654753221198916,0.038451846688985825,0.008888942189514637,0.002760696690529585,0.943192720413208
399,399,"Medline Adhesive Remover Pads, Acetone-Free, 2-Ply, Box of 100","Experience the superior quality and effectiveness of Medline Adhesive Remover Pads, designed to provide a safe and efficient solution for removing adhesive residue from bandages and medical tapes. These 2-ply adhesive remover pads come in a box of 100. Unlike conventional adhesive removers, these pads are acetone-free. The 2-ply design of these pads not only enhances their durability but also increases their effectiveness in removing adhesive residue, ensuring a clean and residue-free skin surface. Ideal for both health care professionals and consumers, these adhesive remover pads are an essential addition to your medical cleaning supplies. Whether you're in a hospital setting or at home, these high-quality adhesive remover pads from Medline offer a convenient and effective solution for adhesive removal. They are not just tools, but safe removers that prioritize your skin's comfort.",Cindy C.,Works like magic!,I usually wear a nighttime sleep patch which leaves a lot of black adhesive.  They say that it can be easily removed with alcohol - which is NOT true.  These patches removed it like magic.  Worth every penny!,12/16/2023,5.0,Yes,2,0.5803,0.18,0.059,0.761,0.0626250728964805,0.0091611109673976,0.0055588972754776,0.1279366761445999,0.4013137221336365,0.0488069802522659,0.3445975482463836,0.5803,0.18,0.059,0.761,0.06262505799531937,0.009161124937236309,0.005558895878493786,0.12793612480163574,0.4013143479824066,0.048807110637426376,0.34459736943244934
400,400,"Medline Adhesive Remover Pads, Acetone-Free, 2-Ply, Box of 100","Experience the superior quality and effectiveness of Medline Adhesive Remover Pads, designed to provide a safe and efficient solution for removing adhesive residue from bandages and medical tapes. These 2-ply adhesive remover pads come in a box of 100. Unlike conventional adhesive removers, these pads are acetone-free. The 2-ply design of these pads not only enhances their durability but also increases their effectiveness in removing adhesive residue, ensuring a clean and residue-free skin surface. Ideal for both health care professionals and consumers, these adhesive remover pads are an essential addition to your medical cleaning supplies. Whether you're in a hospital setting or at home, these high-quality adhesive remover pads from Medline offer a convenient and effective solution for adhesive removal. They are not just tools, but safe removers that prioritize your skin's comfort.",Kent gh,Good,Just not big enough to take all the adhesive off with one wipe.,9/6/2023,4.0,Yes,0,0.0,0.0,0.0,1.0,0.0085058901458978,0.0766990631818771,0.0043282941915094,0.0023219217546284,0.8537723422050476,0.0242012906819582,0.0301711726933717,0.0,0.0,0.0,1.0,0.008505896665155888,0.07669910043478012,0.004328295588493347,0.0023219233844429255,0.8537721633911133,0.024201344698667526,0.030171243473887444
401,401,"Medline Adhesive Remover Pads, Acetone-Free, 2-Ply, Box of 100","Experience the superior quality and effectiveness of Medline Adhesive Remover Pads, designed to provide a safe and efficient solution for removing adhesive residue from bandages and medical tapes. These 2-ply adhesive remover pads come in a box of 100. Unlike conventional adhesive removers, these pads are acetone-free. The 2-ply design of these pads not only enhances their durability but also increases their effectiveness in removing adhesive residue, ensuring a clean and residue-free skin surface. Ideal for both health care professionals and consumers, these adhesive remover pads are an essential addition to your medical cleaning supplies. Whether you're in a hospital setting or at home, these high-quality adhesive remover pads from Medline offer a convenient and effective solution for adhesive removal. They are not just tools, but safe removers that prioritize your skin's comfort.",Kindle Customer,Works on k tape!,Looked somewhat dry when I opened the packets but the k tape quickly and gently detached as I rubbed at the edge with slight pulling. No rash,1/8/2024,5.0,Yes,0,-0.4767,0.125,0.252,0.623,0.0548610687255859,0.3619971573352813,0.0224783346056938,0.0067887469194829,0.4596738815307617,0.0480550415813922,0.046145737171173,-0.4767,0.125,0.252,0.623,0.054860904812812805,0.36199623346328735,0.02247830480337143,0.006788757164031267,0.45967504382133484,0.0480550192296505,0.04614577442407608
402,402,"Medline Adhesive Remover Pads, Acetone-Free, 2-Ply, Box of 100","Experience the superior quality and effectiveness of Medline Adhesive Remover Pads, designed to provide a safe and efficient solution for removing adhesive residue from bandages and medical tapes. These 2-ply adhesive remover pads come in a box of 100. Unlike conventional adhesive removers, these pads are acetone-free. The 2-ply design of these pads not only enhances their durability but also increases their effectiveness in removing adhesive residue, ensuring a clean and residue-free skin surface. Ideal for both health care professionals and consumers, these adhesive remover pads are an essential addition to your medical cleaning supplies. Whether you're in a hospital setting or at home, these high-quality adhesive remover pads from Medline offer a convenient and effective solution for adhesive removal. They are not just tools, but safe removers that prioritize your skin's comfort.",Mar,Wipe Off the Stickyness,"My sister told me about these, I tested it out at her house, I LOVED them! I used them on everyday household products to get the sticky labels off as well as myself after my frequent visits to the Dr's. It's so hard to get all that gunk off the adhesives.",9/10/2023,5.0,Yes,2,0.7318,0.13,0.035,0.835,0.0174146704375743,0.0979694873094558,0.0030414287466555,0.5778050422668457,0.233134850859642,0.0172425471246242,0.0533919110894203,0.7318,0.13,0.035,0.835,0.017414653673768044,0.0979694202542305,0.0030414280481636524,0.5778055191040039,0.23313450813293457,0.017242535948753357,0.053391940891742706
403,403,"Medline Adhesive Remover Pads, Acetone-Free, 2-Ply, Box of 100","Experience the superior quality and effectiveness of Medline Adhesive Remover Pads, designed to provide a safe and efficient solution for removing adhesive residue from bandages and medical tapes. These 2-ply adhesive remover pads come in a box of 100. Unlike conventional adhesive removers, these pads are acetone-free. The 2-ply design of these pads not only enhances their durability but also increases their effectiveness in removing adhesive residue, ensuring a clean and residue-free skin surface. Ideal for both health care professionals and consumers, these adhesive remover pads are an essential addition to your medical cleaning supplies. Whether you're in a hospital setting or at home, these high-quality adhesive remover pads from Medline offer a convenient and effective solution for adhesive removal. They are not just tools, but safe removers that prioritize your skin's comfort.",Marisol Ramirez,Life Saver,"Came home from a couple days stay at the hospital and had lots of tape residue still on my skin. After 3 showers and lots of scrubbing it would just not come off. Ordered this item and used it as soon as it came in, no less than 1 minute later the residue is gone!!! I wish I would have taken pictures beforehand so you could see the difference but I was desperate. Wish I would have had this to try from the beginning.",3/29/2023,5.0,Yes,3,0.4071,0.075,0.054,0.871,0.0640191808342933,0.1299110054969787,0.0928398445248603,0.0087155401706695,0.2073460221290588,0.1104890555143356,0.3866793215274811,0.4071,0.075,0.054,0.871,0.06401922553777695,0.12991110980510712,0.09283976256847382,0.008715539239346981,0.20734623074531555,0.1104889065027237,0.3866792917251587
404,404,"Medline Adhesive Remover Pads, Acetone-Free, 2-Ply, Box of 100","Experience the superior quality and effectiveness of Medline Adhesive Remover Pads, designed to provide a safe and efficient solution for removing adhesive residue from bandages and medical tapes. These 2-ply adhesive remover pads come in a box of 100. Unlike conventional adhesive removers, these pads are acetone-free. The 2-ply design of these pads not only enhances their durability but also increases their effectiveness in removing adhesive residue, ensuring a clean and residue-free skin surface. Ideal for both health care professionals and consumers, these adhesive remover pads are an essential addition to your medical cleaning supplies. Whether you're in a hospital setting or at home, these high-quality adhesive remover pads from Medline offer a convenient and effective solution for adhesive removal. They are not just tools, but safe removers that prioritize your skin's comfort.",SJRD,"Gets the job done, saves my skin","Removes stubborn bandaids, tegaderm, or transdermal patches easily and softens the skin underneath. Only note is, if you need to reapply anything sticky to the exact same area, wipe it down with an alcohol wipe first, as it does leave a slight residue on the skin.I got them because I've used them in the hospital for stubborn IV dressings on patients with delicate skin, and it always works. For home use, it gets bandages off of dog fur and peels off transdermal patches from humans without damaging the skin.",2/11/2023,5.0,Yes,2,-0.0767,0.066,0.07,0.864,0.0196425281465053,0.2031284570693969,0.0083872284740209,0.0030018398538231,0.7473863363265991,0.0117967799305915,0.0066568180918693,-0.0767,0.066,0.07,0.864,0.019642511382699013,0.20312832295894623,0.008387231267988682,0.0030018407851457596,0.7473865151405334,0.011796778999269009,0.006656826473772526
405,405,"Medline Adhesive Remover Pads, Acetone-Free, 2-Ply, Box of 100","Experience the superior quality and effectiveness of Medline Adhesive Remover Pads, designed to provide a safe and efficient solution for removing adhesive residue from bandages and medical tapes. These 2-ply adhesive remover pads come in a box of 100. Unlike conventional adhesive removers, these pads are acetone-free. The 2-ply design of these pads not only enhances their durability but also increases their effectiveness in removing adhesive residue, ensuring a clean and residue-free skin surface. Ideal for both health care professionals and consumers, these adhesive remover pads are an essential addition to your medical cleaning supplies. Whether you're in a hospital setting or at home, these high-quality adhesive remover pads from Medline offer a convenient and effective solution for adhesive removal. They are not just tools, but safe removers that prioritize your skin's comfort.",Katrina,Works like a charm!,"Purchased to help remove the adhesive stuck to my skin after surgery. These wipes removed all the gunk without any harsh scrubbing needed.I had 5 different areas that had leftover adhesive from surgery bandages and all areas were easily cleaned with these wipes. Highly recommend to anyone that is having surgery.Also was able to give some to my aunt, who loves them! She has a Dexcom and was able to use this to help remove any leftover adhesive.",2/27/2023,5.0,Yes,3,0.9324,0.193,0.023,0.784,0.0139175904914736,0.0495987348258495,0.0017040953971445,0.0340545810759067,0.8723874092102051,0.0127477757632732,0.0155897485092282,0.9324,0.193,0.023,0.784,0.01391757931560278,0.04959870129823685,0.0017040955135598779,0.03405458480119705,0.8723875284194946,0.012747765518724918,0.015589741989970207
406,406,"Medline Adhesive Remover Pads, Acetone-Free, 2-Ply, Box of 100","Experience the superior quality and effectiveness of Medline Adhesive Remover Pads, designed to provide a safe and efficient solution for removing adhesive residue from bandages and medical tapes. These 2-ply adhesive remover pads come in a box of 100. Unlike conventional adhesive removers, these pads are acetone-free. The 2-ply design of these pads not only enhances their durability but also increases their effectiveness in removing adhesive residue, ensuring a clean and residue-free skin surface. Ideal for both health care professionals and consumers, these adhesive remover pads are an essential addition to your medical cleaning supplies. Whether you're in a hospital setting or at home, these high-quality adhesive remover pads from Medline offer a convenient and effective solution for adhesive removal. They are not just tools, but safe removers that prioritize your skin's comfort.",Steve Kreiner,Works,Does what's it's supposed to do,9/18/2023,4.0,Yes,0,0.0,0.0,0.0,1.0,0.0316074602305889,0.0236010681837797,0.0105294063687324,0.0019548065029084,0.8601329326629639,0.0190114676952362,0.0531629249453544,0.0,0.0,0.0,1.0,0.031607456505298615,0.023601066321134567,0.010529386810958385,0.001954804640263319,0.8601329922676086,0.019011447206139565,0.05316278338432312
407,407,"Medline Adhesive Remover Pads, Acetone-Free, 2-Ply, Box of 100","Experience the superior quality and effectiveness of Medline Adhesive Remover Pads, designed to provide a safe and efficient solution for removing adhesive residue from bandages and medical tapes. These 2-ply adhesive remover pads come in a box of 100. Unlike conventional adhesive removers, these pads are acetone-free. The 2-ply design of these pads not only enhances their durability but also increases their effectiveness in removing adhesive residue, ensuring a clean and residue-free skin surface. Ideal for both health care professionals and consumers, these adhesive remover pads are an essential addition to your medical cleaning supplies. Whether you're in a hospital setting or at home, these high-quality adhesive remover pads from Medline offer a convenient and effective solution for adhesive removal. They are not just tools, but safe removers that prioritize your skin's comfort.",one800,"Small, but gets the job done","While these adhesive removal pads are smaller & feel thinner than other brands, they get the job done. Best part is they don’t leave an oily film on one’s skin after use.",6/1/2023,4.0,Yes,0,0.6124,0.122,0.035,0.843,0.0108252316713333,0.2836231887340545,0.0054479991085827,0.0472107119858264,0.5611939430236816,0.082321248948574,0.0093776183202862,0.6124,0.122,0.035,0.843,0.010825233533978462,0.2836230993270874,0.005447987001389265,0.04721064493060112,0.5611942410469055,0.0823211595416069,0.00937761552631855
408,408,"Medline Adhesive Remover Pads, Acetone-Free, 2-Ply, Box of 100","Experience the superior quality and effectiveness of Medline Adhesive Remover Pads, designed to provide a safe and efficient solution for removing adhesive residue from bandages and medical tapes. These 2-ply adhesive remover pads come in a box of 100. Unlike conventional adhesive removers, these pads are acetone-free. The 2-ply design of these pads not only enhances their durability but also increases their effectiveness in removing adhesive residue, ensuring a clean and residue-free skin surface. Ideal for both health care professionals and consumers, these adhesive remover pads are an essential addition to your medical cleaning supplies. Whether you're in a hospital setting or at home, these high-quality adhesive remover pads from Medline offer a convenient and effective solution for adhesive removal. They are not just tools, but safe removers that prioritize your skin's comfort.",Soap & Salt Co,These pads work great!,They remove label residue perfectly in seconds.,2/16/2024,5.0,Yes,0,0.6369,0.412,0.0,0.588,0.0176658239215612,0.0116000995039939,0.0015593019779771,0.0119564952328801,0.9349480271339417,0.0020958115346729,0.0201744437217712,0.6369,0.412,0.0,0.588,0.017665810883045197,0.01160009391605854,0.0015593019779771566,0.011956495232880116,0.9349480271339417,0.0020958143286406994,0.020174434408545494
